lastUpload,itemId,listingID,retainerName,pricePerUnit,quantity,hq
1788616674024,6405,28499341619365213,R'hier,1400,1,0
1788616674024,6405,28499341620307714,R'hier,1400,1,0
1788616674024,6405,28499341557171659,Cheshy,2950,1,0
1786118268154,6406,28499341511798488,Kimelia,1000,1,0
1786118268154,6406,28499341530179597,Mimime,1425,1,0
1786118268154,6406,28499341571196077,Sebastianmichaelis,1900,1,0
1786118268154,6406,28710447636731520,Marshmallow-,5038,1,0
1786118268154,6406,28499341586047434,Bulaklak-na-araw,20038,1,0
1786118268154,6406,28499341493236343,Roseanne,55000,1,0
1788739095357,6407,28499341629049858,Villiers,147,1,0
1788739095357,6407,28499341632561531,Saiph',148,1,0
1788739095357,6407,28499341631138915,Julliiette,150,1,0
1788739095357,6407,28499341511803693,Kimelia,199,1,0
1788739095357,6407,28499341626142887,S'idmth,1000,1,0
1788739095357,6407,2814750398916079,Lilliynn,2000,1,0
1788739095357,6407,28499341616517036,Rumistia,3990,1,0
1788739095357,6407,28499341493308708,Roseanne,5500,1,0
1789256448643,6408,28499341635366225,Paxi-vizo,5999,1,0
1789256448643,6408,28499341636560784,Silve,6000,1,0
1789256448643,6408,28499341567515616,Emmjay,9000,1,0
1789256448643,6408,28499341551522719,Kuraii,11997,1,0
1789256448643,6408,28499341552729738,Kuraiiiiii,11997,1,0
1789256448643,6408,28499341636051191,Painlesson,19999,1,0
1789398075220,6409,28499341638064394,Jewels-one,1291,1,0
1789398075220,6409,28499341424091232,Isellgoodstwo,1294,1,0
1789398075220,6409,28499341634991560,Nuggie,1299,1,0
1789398075220,6409,28499341637413897,Xoool,1399,1,0
1789398075220,6409,28499341428939616,Jakcson,1400,1,0
1789398075220,6409,2885119069077386,Working-the-brothel,1563,1,0
1789398075220,6409,28499341605237428,Jhonnyboi,1599,1,0
1789398075220,6409,28499341592119498,Thinly-veiled-front,1600,1,0
1789398075220,6409,28499341579814443,Laarina,3034,1,0
1789398075220,6409,28499341514746908,Kisenosuke,3035,1,0
1789307506487,6410,28499341630047133,Extrastorg,14000,1,0
1789307506487,6410,28499341617895781,Mizukino,14998,1,0
1789307506487,6410,2885119321963810,Jeeani,15000,1,0
1789307506487,6410,28499341607328674,Paxi-vizo,20162,1,0
1789307506487,6410,28499341620804424,Poyoyo,20166,1,0
1789307506487,6410,28428972758382248,Oathkeeper,20167,1,0
1789307506487,6410,28499341630753746,Tonni,20174,1,0
1789417526993,6411,28499341636850597,Butygirl,19999,1,0
1789417526993,6411,28499341633671832,Rysia,19999,1,0
1788748544555,6412,28499341636773471,Beaniebaby,35000,1,0
1789276624607,6413,28499341634074075,Rocktumbler,3347,1,0
1789276624607,6413,28499341639392930,A'shen,3350,1,0
1789276624607,6413,28499341633671845,Aureline,3393,1,0
1789276624607,6413,28499341552202290,Kuraiiii,3396,1,0
1789276624607,6413,28499341633957788,Static,3400,1,0
1789276624607,6413,28499341631858353,Sleepy-bun,4883,1,0
1789276624607,6413,28499341627251084,Hellolove,5000,1,0
1789276624607,6413,28499341609618130,Gornfishin,7994,1,0
1789451414427,6414,28499341616762134,Bladefyn,4995,1,0
1789451414427,6414,28499341629670369,Ajo,5104,1,0
1789451414427,6414,28499341640272348,Sendrl,5106,1,0
1789451414427,6414,28499341634943819,Bini,9106,1,0
1789451414427,6414,28499341634379519,Miss'katiya,10890,1,0
1789451414427,6414,28499341614532537,Harish,14980,1,0
1789451414427,6414,28499341576703094,Cecilia,14999,1,0
1789451414427,6414,28499341579792310,Orala,15799,1,0
1789451414427,6414,28499341575430405,Valysachan,19500,1,0
1789451414427,6414,28499341571592080,Lightie,19995,1,0
1789451414427,6414,28499341522421093,Freebuns,20000,1,0
1789318640400,6415,28499341620804429,Yoyoyoyoyo,2899,1,0
1789318640400,6415,28499341636160180,Fishgirl,3174,1,0
1789318640400,6415,28499341634682609,Pipeone,3372,1,0
1789318640400,6415,28499341628381723,Marcio,3373,1,0
1789318640400,6415,28499341630730194,Hue-ganis,3874,1,0
1789318640400,6415,28499341628679175,Burritozone,5174,1,0
1789318640400,6415,28499341629917960,Bloomwyn,12990,1,0
1789318640400,6415,28499341608336737,Karaina,15950,1,0
1789299795737,6416,28499341637598929,Dillon,17500,1,0
1789299795737,6416,28499341398796367,Criim,19900,1,0
1789031452562,6417,28499341638109103,Amonvera,40,1,0
1789031452562,6417,28499341640272367,Sendrl,117,1,0
1789031452562,6417,28499341621011850,Kuinata,995,1,0
1789031452562,6417,28499341638689263,L'yra,3750,1,0
1789031452562,6417,28499341631668854,Mo'mii,4000,1,0
1789031452562,6417,28499341558869553,Velda',4998,1,0
1789031452562,6417,28499341593214440,Oonelle,4999,1,0
1789031452562,6417,28499341590384849,Onlychickens,5999,1,0
1789031452562,6417,28499341569325979,Banfoo,7500,1,0
1789031452562,6417,28499341575947566,Arkham,9000,1,0
1789031452562,6417,2603644061981847,Honigbonbon,10000,1,0
1787699088152,6418,28499341617021583,Rinku,1152,1,0
1787699088152,6418,28640078925710445,Kimelia,1200,1,0
1787699088152,6418,28499341581972223,Chirarice,6966,1,0
1789276631062,6419,28499341637511974,Xoool,1498,1,0
1789276631062,6419,28499341531124708,Naminari,2994,1,0
1789276631062,6419,28499341567530536,Mister-balding,3000,1,0
1789276631062,6419,28499341581681907,Shurene,3789,1,0
1788477304843,6420,,,0,0,0
1788404992532,6421,,,0,0,0
1788616491573,6422,28499341632455668,Amonvera,400,1,0
1788616491573,6422,28499341636555121,Xoool,499,1,0
1788616491573,6422,28499341631244784,Jessie'ox,1500,1,0
1788616491573,6422,28499341557886837,Teddyyyyy,4748,1,0
1788616491573,6422,28499341594902812,Dealeera,7996,1,0
1788616491573,6422,28499341579327110,Naosielle,9999,1,0
1788616491573,6422,28499341463480644,Owls,16600,1,0
1788616491573,6422,28499341456347811,Azazaza,24292,1,0
1788669829708,6423,28499341564402448,Patt,20000,1,0
1789170119736,6424,28499341640593784,Wiwimore,500,1,0
1789170119736,6424,28499341573453996,Arte,754,1,0
1789170119736,6424,28499341634340588,Momo''',1333,1,0
1789170119736,6424,28499341619641732,Rahna,1999,1,0
1789230738142,6425,28499341631912495,Delilah-nevaeh,3998,1,0
1789230738142,6425,28499341637438627,Gremory-decorator,3999,1,0
1789230738142,6425,28499341635023462,Avocadosandwich,4344,1,0
1789230738142,6425,28499341624146445,Mrrrow,5345,1,0
1789230738142,6425,28499341622428258,Lilnya,7000,1,0
1789230738142,6425,4503600092296199,Isz,30345,1,0
1788740725600,6426,28499341639108637,Skaarsgard,3500,1,0
1788740725600,6426,28499341634566973,Rikachan,3800,1,0
1788740725600,6426,28499341633213521,Strawberrysandwich,3982,1,0
1789239543777,6427,28499341640436625,Ganondorff,1300,1,0
1789239543777,6427,28499341638560620,Buuunnie,2000,1,0
1789239543777,6427,28499341459075609,Dou,2900,1,0
1789239543777,6427,28499341608874973,Kohaze,4988,1,0
1789239543777,6427,28499341637014449,Mintilla,4994,1,0
1789239543777,6427,28499341614917571,Bottanista,5300,1,0
1789239543777,6427,28499341424579641,Sumirena,5309,1,0
1789239543777,6427,28499341582389365,Ameliss,11993,1,0
1789239543777,6427,28499341406578061,Nanny,11994,1,0
1787005892929,6428,,,0,0,0
1789276178123,6429,28499341552108436,Kuraiiii,3849,1,0
1789276178123,6429,28499341451293062,Housefive,3850,1,0
1789276178123,6429,5559131582978629,Magnus-burnsides,5000,1,0
1789276178123,6429,28499341477692450,Magnaiii,9000,1,0
1789276178123,6429,4362862689557991,Tokaj,9160,1,0
1789170299199,6430,28499341637824938,Laniakea,50000,1,0
1789121940210,6431,28499341635252290,Arco,3499,1,0
1789121940210,6431,28499341627524824,Logos,3499,1,0
1789121940210,6431,28499341638150205,Painlesson,4000,1,0
1789121940210,6431,28499341637722920,Vejra,5000,1,0
1789121940210,6431,28499341635288523,Aricechicken,19999,1,0
1787666557168,6432,28499341633471838,Usyngeim,14000,1,0
1787666557168,6432,28499341627137281,Stacey,19950,1,0
1787666557168,6432,28499341634357341,Static,20000,1,0
1789306874318,6433,28499341630382518,Kwazar,2046,1,0
1789306874318,6433,28499341543182385,Novort,2240,1,0
1789306874318,6433,28499341637722951,Vejra,2466,1,0
1789306874318,6433,28499341626479425,Rahna,4400,1,0
1789306874318,6433,28499341622786353,Corallina,4432,1,0
1789306874318,6433,28499341620605890,Fraerael,4495,1,0
1789306874318,6433,6403556400306880,Working-the-poll,4996,1,0
1789306874318,6433,28499341551463375,Dumplings-cat,5000,1,0
1789306874318,6433,28499341587858802,Alexandrite,5199,1,0
1789306874318,6433,28499341554670635,Cheezburger,5500,1,0
1789325412405,6434,28499341638939191,Crimsonrosezz,2400,1,0
1789325412405,6434,28499341629363590,A'rana,2449,1,0
1789325412405,6434,28499341632953890,Belvarissa,2500,1,0
1789325412405,6434,28499341631436962,Alexandrite,2985,1,0
1789325412405,6434,28499341628300042,Ka'sha,2990,1,0
1789325412405,6434,28499341558146050,Venlala,3000,1,0
1789325412405,6434,28499341627145733,Needgo,7000,1,0
1789325412405,6434,28499341625171576,Hobenata,29000,1,0
1789489157476,6435,28499341636661516,Reyes,2750,1,0
1789489157476,6435,2814750127330534,Heya-freya,3500,1,0
1789489157476,6435,28499341632307151,Luna-chan,4000,1,0
1789489157476,6435,28499341608370828,Laurina,4200,1,0
1789489157476,6435,28499341597524954,Paereilora,4899,1,0
1788780131026,6436,28499341638120991,Lulushan,903,1,0
1788780131026,6436,28499341630340971,Kwazar,904,1,0
1788780131026,6436,28499341636303354,Xooool,998,1,0
1788780131026,6436,28710447678688495,Remtius-four,2214,1,0
1788780131026,6436,28499341637423150,Billybones,5000,1,0
1788780131026,6436,28851185165309062,Fenthras,5000,1,0
1786594259052,6437,,,0,0,0
1787700157494,6438,,,0,0,0
1788477310221,6439,28499341634357342,Static,29000,1,0
1788477310221,6439,4503600485710334,Uwunya,29998,1,0
1789170507023,6440,28499341639427763,Miamisatwo,1700,1,0
1789170507023,6440,28499341637490883,Fox-three,1781,1,0
1789170507023,6440,28499341636432746,Billybones,2000,1,0
1789230721375,6441,28499341582190938,Gil,4490,1,0
1789230721375,6441,28499341615448155,Twob,4500,1,0
1789230721375,6441,28499341412991655,Hibi'chibi,7000,1,0
1789230721375,6441,3870281524887806,Zonda,13000,1,0
1789230721375,6441,28499341608849876,Soysaucetuna,15000,1,0
1789248650280,6442,28499341524378120,Coqui,799,1,0
1789248650280,6442,28499341637100078,Lightseeker,800,1,0
1789248650280,6442,28499341633043042,Tatsumaibu,1000,1,0
1789248650280,6442,28499341401640167,Joshuwatt,2000,1,0
1789248650280,6442,28499341583515290,Couchfuzz,2100,1,0
1789307236837,6443,28499341637960756,Fitted-stitch,497,1,0
1789307236837,6443,28499341630524881,Tiburon,500,1,0
1789307236837,6443,28499341633831956,U'yema,1742,1,0
1789307236837,6443,28499341627047642,Hyperloop,1745,1,0
1789307236837,6443,28499341630720588,Hyperloop,1745,1,0
1789307236837,6443,28499341395986475,Sumi,14999,1,0
1789231588852,6444,28499341633831947,U'yema,8400,1,0
1789231588852,6444,28499341636566550,Chiquitica,8500,1,0
1789231588852,6444,28499341633594986,Hunterista,8911,1,0
1789231588852,6444,28499341535811537,Static,9000,1,0
1788656397617,6445,28499341561393047,Lovely,3990,1,0
1787710419185,6446,,,0,0,0
1788502803578,6447,28499341633717400,Rysia,9500,1,0
1788502803578,6447,28499341638640804,Dayonetainer,9500,1,0
1788502803578,6447,28499341623379699,Kloe-o-e,9999,1,0
1788502803578,6447,28499341634516522,Innseven,35894,1,0
1788502803578,6447,28499341633066899,Tharillia,35900,1,0
1788502803578,6447,28499341631743924,Zeal,35988,1,0
1788502803578,6447,28499341582396663,Fyr,40015,1,0
1789452256752,6448,28499341635991822,Lowkitwo,9999,1,0
1789452256752,6448,28499341609048176,Maidmolly,10000,1,0
1789452256752,6448,28499341639331302,Fulee,10000,1,0
1789452256752,6448,28499341632933611,Falen,13993,1,0
1789452256752,6448,28499341631891547,Talera,14000,1,0
1789452256752,6448,28499341631426141,Francis-vi,14998,1,0
1789452256752,6448,28499341628660820,Ladykatiya,50000,1,0
1789325423616,6449,28499341631120955,Aomizz,18000,1,0
1789325423616,6449,28499341640504195,Indi,18000,1,0
1789325423616,6449,28499341639869421,Frayy,19998,1,0
1789325423616,6449,28499341636833600,Aaaa-rai,19999,1,0
1787999410342,6450,,,0,0,0
1789354502401,6451,28499341598923825,Safia,1218,1,0
1789354502401,6451,28499341619846927,I'khaufyo,4218,1,0
1789354502401,6451,28499341636350216,Sakaki'kouryuu,4750,1,0
